video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"Bv1jALmLfQQ","Jhay Cortez - Christian Dior","2021-03-14T22:00:01Z","UCjoq8-abuGS-p9lqe8RQjog","JhayCortezVEVO","10","21.17.03","Jhay|Cortez|Christian|Dior|N&E|Entertainment|LLC|Latin|Urban","2242730","93737","2090","4251","https://i.ytimg.com/vi/Bv1jALmLfQQ/default.jpg","False","False","Music video by Jhay Cortez performing Christian Dior. Universal Music Latino; © 2021 UMG Recordings, Inc.http://vevo.ly/X9N24z"
"aVAKT9UxJMI","Billie Eilish - everything i wanted (Live From The 63rd GRAMMYs®/2021)","2021-03-15T19:49:50Z","UCDGmojLIoWpXok597xYo8cg","BillieEilishVEVO","10","21.17.03","billie|eilish|everything i wanted|grammy|billie live|billie grammys|eiw|grammys performance|grammys 2021","5425939","450207","6443","27373","https://i.ytimg.com/vi/aVAKT9UxJMI/default.jpg","False","False","Listen to “everything i wanted”: http://smarturl.it/everythingiwanted​Follow Billie Eilish:Facebook: https://www.facebook.com/billieeilish​Instagram: https://www.instagram.com/billieeilish​Twitter: https://twitter.com/billieeilish​YouTube: https://www.youtube.com/BillieEilish​Email: http://smarturl.it/BillieEilishEmail​Store: http://smarturl.it/BillieEilishStorehttp://vevo.ly/WIM7Cp"
"0YliDJ2PM48","حوار ساخن مع لالة حادة والحاج قدور نساب سميرة: قصة مثيرة ومعطيات تكشف لأول مرة","2021-03-16T19:41:24Z","UCC1pl0Lv6dtncHSXH_P7CRw","Aldar.ma الدار","24","21.17.03","Maroc|المغرب|aldar|الدار|فضيحة|aldar.ma|كورونا|corona|باطما|الأمن|الدرك|مغاربة الخارج|التشرميل|الملك|محمد السادس|الدار البيضاء|الكركارات|الخراز|خراز|عبد القادر الخراز|وهيبة|الشرطي|سميرة|مربوحة|مسعودة","349184","6521","3069","6554","https://i.ytimg.com/vi/0YliDJ2PM48/default.jpg","False","False","#الدار #Aldar #قناة_الدار حوار ساخن مع لالة حادة والحاج قدور نساب سميرة: قصة مثيرة ومعطيات تكشف لأول مرة  موقع الدارInstagram :https://www.instagram.com/aldar.maghreb/...Facebook :https://www.facebook.com/AldarMaghreb/....Site web : https://aldar.ma/Twitter :https://twitter.com/MarocAldarموقع الكتروني إخباري لا تنسوا متابعة قناتنا للتوصل بكل جديد"
"X1um7qoWTSo","Rayden - Don Creíque (Videoclip Oficial)","2021-03-16T23:00:18Z","UCc31CaYGnhdZzEgz5B7TyTQ","RAYDEN","10","21.17.03","rayden|videoclip|oficial|2020|Rayden|Videoclip|2021|Película|Mina|Actriz|Actor|Rayden 2021|Madrid|Malasaña|Dos de mayo|Cine|Serie|Música|Rayden la mujer cactus|Amor|Warner|España|Pop|Pop en español|don creíque|don creique rayden|homonimo|album|pop|rock|español|homónimo","45215","5192","80","379","https://i.ytimg.com/vi/X1um7qoWTSo/default.jpg","False","False","Videoclip oficial de la canción de Rayden Don Creíque.Escúchala en tu plataforma favorita: https://warnermusicspain.lnk.to/Rayden_DonCreiqueSuscríbete al canal: https://bit.ly/2PVwIDuSigue a Rayden en RRSS: https://www.instagram.com/soyrayden/https://es-es.facebook.com/soyRayden/https://twitter.com/soyRayden/"
"UlIq5gvqOmA","Harry Styles Wins Best Pop Solo Performance | 2021 GRAMMY Awards Show Acceptance Speech","2021-03-15T03:07:12Z","UCq4isO8ZYOZfmvGJ-_1UdIA","Recording Academy / GRAMMYs","10","21.17.03","grammy awards|grammys|grammy|album of the year|record of the year|song of the year|grammys red carpet|grammy red carpet|2021 GRAMMYs|63rd GRAMMYs|The One And Only GRAMMYs|harry styles|watermelon sugar|best pop solo performance|harry styles grammy win|watermelon sugar grammy win|harry styles wins best pop solo performance","2821159","155542","2924","5125","https://i.ytimg.com/vi/UlIq5gvqOmA/default.jpg","False","False","Watch Harry Styles's speech for Best Pop Solo Performance for Watermelon Sugar at the 63rd GRAMMY Awards. 2021 GRAMMY Awards Show: Complete Winners & Nominees Listhttps://www.grammy.com/grammys/news/2021-grammys-complete-nominees-listAbout the Recording Academy / GRAMMYs: Recording Academy is the world's leading society of musical professionals and is dedicated to celebrating, honoring, and sustaining music's past, present and future. Connect with the Recording Academy / GRAMMYs: WEBSITE: http://www.grammy.comFACEBOOK: http://grm.my/2gcTcMk TWITTER: http://grm.my/2gDUHUD  INSTAGRAM: http://grm.my/2gZGIvJ Subscribe NOW to the Recording Academy / GRAMMYs on YouTube: http://grm.my/1dTBF8H#GRAMMYs #harrystyles #watermelonsugar"
"s145X2bM2VU","La emoción de Bryan Gil cuando le dicen que va con la selección absolutaI MARCA","2021-03-15T12:11:14Z","UCop57Z1sYHrtCyxCpE2z2Bg","MARCA","17","21.17.03","noticias deportivas|ultima hora|marca|deportes|actualidad deportiva|en|directo","61440","643","34","51","https://i.ytimg.com/vi/s145X2bM2VU/default.jpg","False","False","Ese momento en el que te dicen que vas con tu selección absoluta , aseguró la cuenta de Twitter del Eibar tras hacerse oficial la convocatoria de España para la Clasificación del Mundial 2022.Suscríbete al canal de Marca para no perderte más vídeos AQUÍ :https://bit.ly/2J0YIm6✔️ Visita marca.com: https://www.marca.com/✔️ INSTAGRAM: https://www.instagram.com/marca/✔️ FACEBOOK: https://www.facebook.com/MARCA/✔️ TWITTER: https://twitter.com/marca✔️ TWITTER: https://twitter.com/radiomarca#SELECCIONESPAÑOLA #BRYANGIL #EIBAR"
"b4pOLx72GkU","Nio García x Casper Magico x Ozuna x Myke Towers x Wisin x Yandel - Travesuras Remix (Video Oficial)","2021-03-11T20:00:00Z","UCsvSj8bT4xqQecl_5nh_cwQ","Flow La Movie","10","21.17.03","flow la movie|reggaeton|trap|trap latino|latin music|musica latina|nueva musica|music latina 2020|te bote|mirame|nocturna remix|lenny tavarez","17619594","367594","8252","16944","https://i.ytimg.com/vi/b4pOLx72GkU/default.jpg","False","False","Nio García x Casper Magico x Ozuna x Myke Towers x Wisin x Yandel Travesuras Remix (Video Oficial)Presentado por Flow La MovieEscúchalo en tu plataforma digital favorita: https://orcd.co/travesurasremixSuscríbete al canal: https://radi.al/FlowLaMovieYTSubscribeSigue a Flow La Movie:Instagram: https://www.instagram.com/FlowLaMovie Facebook: https://www.facebook.com/FlowLaMovieTwitter: https://twitter.com/FlowLaMovieLetra:[Wisin]Señoritas, gasolina premium[Yandel]Esta noche es de travesuras...[Intro: Ozuna]Es latina, la baby está dura Desde los tiempos de Aventura Carteras son Hermes, siempre anda en pinturaTo' el que la ve siempre se enchulaTú estás buscando, baby, que yo me pegue (que yo me pegue)Y que ese culo te aprete (wo, oh)Yo me siento ennotao, ya pasaron las tres (ya pasaron las tres)Y Movie llegó con las punto diez[Verso 1: Myke Towers]“El Young King Baby”Tú eres traviesa, pero si en mi camino te atraviesas Te voy a devorar de pies a cabezaY le doy con fortalezaTrasero grande por naturalezaOtra fiera me encontré por la malezaMuévete heavy, como una stripperDale mami, no te quitesNo es interesá pero no le hables si no tienes ticketNo falla que ponga un caption y que las demás se piquenEstá soltera y está buscando que le apliqueSi te vas con otro, mami, no soy rencorosoMe verás pasándote por el frente como con ochoLa nota me tiene viendo la disco slow motionEn el VIP quería darme un blowjob, heyQuiere que le dé sin pena, heySi no es melaza, ella no quemaLas 512 en el sistemaPa' capotear siempre se pone mis cadenas[Verso 2: Yandel]¡Yandel!Me pongo sabroso, cariñoso, te lo rozo y me lo gozoPeligroso, nitroso como Rápido y FuriosoLe di pa' probar un cantito y se comió to' el trozoElla quiere con Casper, con Nio y también el OzoNo disimula, se hace la mudaNo cabe duda, le encanta la travesuraDejemo' el palabreo, tu estás grande, estás maduraRomeo quiso ser Santo' y se envolvió con la AventuraYo tengo la receta adictivaMami te motivaYo le doy sazón y tu te activa'Sangre caliente, pues claro, ella es latinaYo te hago Travesura' en cualquier esquina[Puente: Nio García]¿Dónde están las solteras?Alcen la mano si está' buena Escucha el bajo como suena Mira ese culo, como lo menea ¿Dónde están las mujeres solteras?Alcen la mano si está' buena Escucha el bajo como suena Mira ese culo, como lo menea [Coro: Nio García]Y tú te pega, yo me pego y te beséTú quisiste, yo no fui el que te forcé Con los ojos arrebata'os cuando la conocíMe dice que no me reconoce Yo estaba bien vola'o, contigo aterricé Grita más que una BoseUna nota bien cabrona, son las 512 Pero ella conmigo amanece[Verso 3: Casper Mágico]¡Bicho al Callao! ¡Woeeh!Ella está bien dura, anda sin cirugía plástica (¡wuh!)En la calle nos matamos, en la cama tenemos químicaEs simpática (simpática)Se pone media bicha, bien sarcástica (prr)Hay muchas que la critican porque el booty es de fábrica (ah)Ella es metálica (metálica), no usa réplica (réplica)Escucha reggaeton con ropa gótica (gótica)Va a la estética (¡wuh!), está bien rica (ah)No tira puya y como quiera se pican Ella es metálica (metálica), no usa réplica (réplica)Escucha reggaeton con ropa gótica (gótica)Va a la estética (¡wuh!), está bien rica (ah)No tira puya y como quiera se pican (prr)[Verso 4: Ozuna]¡Yeh, eh, eh!Ella no coge esa, siempre anda con la coltaNo fuma, tiene seis amigas de escoltaNo es milloneta pero mala vida no se daTan chula, hace Travesuras de verdad, hey (yeh)Es media exótica (exótica), una bichiyal (una bichiyal)Cuando empieza, en la cama, no quiere parar (no quiere parar)Quiere acaparar (quiere acaparar), su amiga invitarPero yo soy un bellaco, tu sabe' que vo'a matarAsí, como pa' los dos miles (dos miles)Haciendo historia como pa' los tiempos 'e Los Beatles (Los Beatles)Por favor, no hay uno que conmigo se mide (se mide)Se la quieren vivir con el que hace tiempo la vive (wuoh, oh, oh, oh)Es media exótica (exótica), una bichiyal (una bichiyal)Cuando empieza, en la cama, no quiere parar (no quiere parar)Quiere acaparar, su amiga invitarPero yo soy un bellaco, tu sabe' que vo'a matar (wuoh, oh, oh, oh)#FlowLaMovie #TravesurasRemix #Travesuras#NioGarcia #CasperMagico"
"wNHdO91bHW8","(SOLO AUDIO) Directo del Real Madrid 3-1 Atalanta en Tiempo de Juego COPE","2021-03-16T22:16:15Z","UCMHb51gmuIuP8dVpsHr-uEw","Tiempo de Juego COPE","17","21.17.03","barcelona|real madrid|live|match|partido|goals|directo|en vivo|messi|griezmann|trincao|benzema|ramos|kroos|modric|casemiro|zidane|koeman|atletico|atletico de madrid|borussia|champions|champions league|copa de europa|liga de campeones","155663","1135","79","31","https://i.ytimg.com/vi/wNHdO91bHW8/default.jpg","False","False",""
"Qc3zTH-f9GI","LA RESISTENCIA - Entrevista a Kidd Keo | #LaResistencia 16.03.2021","2021-03-17T00:00:03Z","UCvosUrZ7hXpzAyobhfztg4w","La Resistencia en Movistar+","23","21.17.03","#0|cerotube|movistar cero|cero movista|movistar+ cero|#0 movistar|movistar+|movistar plus|canal+|canal plus|canal cero|canal 0|canal #0|resistencia|monologos|late show|broncano|david broncano|la vida moderna|ricardo castella|Jorge Ponce|el terrat|la caja|cuánto dinero tienes|la resistencia|david broncano en la resistencia","645346","30281","1026","1094","https://i.ytimg.com/vi/Qc3zTH-f9GI/default.jpg","False","False","La Resistencia 4x96 | El cantante Padua Keoma presenta su nuevo sencillo, ‘Olvídate’.Suscríbete a /cerotube para tener lo mejor de #0, HAZ CLICK AQUÍ: http://www.youtube.com/channel/UCPgvCUSmHWm2177LkwLtZQw?sub_confirmation=1Descarga la aplicación de Movistar+:iOS: https://apps.apple.com/es/app/movistar/id540674767Android: https://play.google.com/store/apps/details?id=es.plus.yomvi&hl=esO sigue viendo el contenido en tu navegador: http://ver.movistarplus.es/?nv=2Y DESCUBRE MÁS EN: http://www.movistarplus.es/cero"
"OEu1OWf8ezU","Jessi (제시) - '어떤X (What Type of X)' MV","2021-03-17T09:00:08Z","UCN2bQLTTvNPZWCWU5TYghKA","Jessi","10","21.17.03","제시|Jessi|어떤X|What Type of X|P NATION|피네이션|PSY|싸이|I'm a different type of beast|년|어떤|MV|뮤비|뮤직비디오|어떤년|Music Video","3046747","642092","5017","35563","https://i.ytimg.com/vi/OEu1OWf8ezU/default.jpg","False","False","Jessi (제시) - '어떤X (What Type of X)' MVMV Executive Producer : P NATION MV Director : August FrogsComposed by PSY, Jessi, 유건형, CuzD, johnjohn, JAE RO, 도나(DONNA), SPACE ONELyrics by PSY, Jessi, johnjohn, JAE RO, KOALA Arranged by 유건형, CuzD, SPACE ONEMixed by 구종필 (assist. 정유라) @ KLANG STUDIOMastered by Chris Gehringer @ Sterling Sound* '어떤X (What Type of X)' is now available on all streaming platforms including Apple Music & Spotify. 🎧 Spotify : https://spoti.fi/3ePcuc2🎧 iTunes & Apple Music (Global) : https://apple.co/3lnjptW🎧 iTunes & Apple Music (한국) : https://apple.co/30ScaRm🎧 Melon : https://bit.ly/3txqHOz🎧 Genie : https://bit.ly/3qQjPdH🎧 FLO : https://bit.ly/3vBTVOu🎧 Bugs : https://bit.ly/2P2vCs8🎧 VIBE : https://bit.ly/38NAfxh- Jessi Official YouTube: https://www.youtube.com/jessiofficial- Jessi Official Instagram: https://www.instagram.com/jessicah_o- Jessi Official Facebook: https://www.facebook.com/jessihomusic - Jessi Official Tiktok: https://www.tiktok.com/@itsjessibaby - Jessi Official Weibo: https://weibo.com/u/7107198887- Jessi Official Douyin: https://v.douyin.com/e89syA5-  P NATION Official Instagram: https://www.instagram.com/pnation.official-  P NATION Official Facebook: https://www.facebook.com/pnation.official-  P NATION Official Twitter: https://twitter.com/OfficialPnation-  P NATION Official Weibo: https://weibo.com/pnation#Jessi #제시 #어떤X #WhatTypeofX #PNATION #피네이션Copyrights 2021 ⓒ P NATION All Rights Reserved"
"kLmI5kKwjeA","MORAD - TOCA (VIDEO OFICIAL)","2021-03-11T23:00:13Z","UCtAhIlz3P9mzJ0jWxaZ8RYA","M.D. L.R","10","21.17.03","morad|toca|taco|teca|mdlr|moraddd|morad nuevo tema|nueva|cancion|morad 2021","2119085","96535","2705","4390","https://i.ytimg.com/vi/kLmI5kKwjeA/default.jpg","False","False","Ya disponible en todos lados:https://orcd.co/tocaProd by Tr. Fact & SHBVideo by Ivan Salvador"
