video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"d1CCYvOXjD8","ZIRAPCHA 4 MAVSUM 4-QISM I 13 YOSHIMDA ONA BO'LDIM! 😭 YANGI ISHTIROKCHI KELDI!","2021-03-16T05:44:16Z","UC647stBCZxmi6ua_4mZxr7g","Sevimli TV","24","21.17.03","sevimli tv|sevimli|севимли|севимли тв","369542","7543","405","3637","https://i.ytimg.com/vi/d1CCYvOXjD8/default.jpg","False","False","Подпишись на канал http://bit.ly/Sevimli-TVSevimli TV @ Telegram https://t.me/tvsevimliSevimli TV @ Instagram https://www.instagram.com/tvsevimli_official/Sevimli TV @ Facebook https://www.facebook.com/tvsevimli/"
"iyeyXpWrTG4","Ангелы - Зло в Отеле Хазбин и Адском Боссе","2021-03-16T13:09:43Z","UCYV8EwdZIIBagEZD11QtPwQ","Soderling","1","21.17.03","адский босс|отель хазбин|адский босс 4 серия|аластор|ангелы отель хазбин|ангелы адский босс|helluva boss|hazbin hotel|рай отель хазбин|отель хазбин теория|адский босс теория|адский босс пасхалки|анимация|мультсериал|дисней|izoroom|акустическая кабина|содерлинг","131017","16944","188","900","https://i.ytimg.com/vi/iyeyXpWrTG4/default.jpg","False","False","P.S. Акустическую Кабину IzoRoom купил тут: https://ru.izoroom.com/ Секретный промокод Soderling даст скидку 5% на любой товар, да он еще и суммируется с другими акциями на сайте!4 эпизод Адского Босса в нашей озвучке: https://youtu.be/5VeZoJTIJooВ новой 4 серии Адского Босса нам впервые показали Рай вселенной Отеля Хазбин. Мы, наконец-то, увидели, как выглядят Ангелы. И, оказалось, что не такие уж они и хорошенькие. Я собрал для вас сегодня все пасхалки из новой серии Helluva Boss и составил несколько мини-теорий, и теперь хочу рассказать о том, насколько же злые Ангелы из вселенной Hazbin Hotel! С сильнейшими Ангелами Отеля Хазбин даже Аластору, возможно, не совладать! Эти Ангелы - Зло! Самое настоящее! А еще покажу вам, какая у меня новенькая Акустическая, Вокальная кабина IzoRoom!Превьюшку нарисовала: https://vk.com/club119084637Канал Vivziepop: https://www.youtube.com/user/SpindleHorseНовая серия на Английском: https://www.youtube.com/watch?v=1ZFseYPmkAkМоя страничка Вконтакте: https://vk.com/sdrlng Группа Вконтакте: https://vk.com/soderlingoc По поводу рекламы писать сюда: soderling@wildjam.ru#ОтельХазбин #АдскийБосс #HelluvaBoss #HazbinHotel #Анимация"
"AFQtKQOi6TA","МЕГАПРОЕКТЫ: ВЕЛИКАЯ БИТВА С ВОДОЙ — ТОПЛЕС","2021-03-15T08:18:37Z","UC2Ru64PHqW4FxoP0xhQRvJg","ТОПЛЕС","28","21.17.03","топлес|ян топлес|ян лапотков|topless|топлес шоу|я не каспар|янекаспар|вода|изменение климата|климат|глобальное потепление|планета земля|наука|мегапроекты|океан|погода|технологии|климат контроль|спутник|ссср|стройка|строительство","1680637","183225","3890","14094","https://i.ytimg.com/vi/AFQtKQOi6TA/default.jpg","False","False","Подробнее о PlayStation 5 http://bit.ly/30HNLxUС этой планетой всё не так. То слишком холодно, то слишком жарко, то чересчур тесно. Но что если прокачать саму Землю? Сделать из неё версию 2.0, с новыми континентами, морями и климатом. Вам для этого понадобится лишь куча ресурсов, немного безумия и … что ещё? Смотри в новом выпуске!↓↓↓ДОПОЛНИТЕЛЬНУЮ ИНФОРМАЦИЮ К ВЫПУСКУ ИЩИ ЗДЕСЬ: TELEGRAM ► https://t.me/toplesofficialГРУППА VK ► https://vk.com/toples_showЯ В VK ► https://vk.com/yanlapotkovINSTAGRAM ► https://www.instagram.com/yan_lapotkov/↓↓↓Смотрите больше видео:КОСМОС ► https://goo.gl/uCkfD3ТЕХНОЛОГИИ ► https://goo.gl/vLdH2HИГРЫ ► https://goo.gl/17LhoNЗАГАДКИ ► https://goo.gl/ZUgWGDСТРАХ ► https://goo.gl/b6fu5KКУЛЬТУРА ► https://goo.gl/jn93tzОЧЕНЬ ИНТЕРЕСНЫЕ ► https://goo.gl/PrcrtjРеклама, сотрудничество: toples.show@gmail.com#ТОПЛЕС #ЯНТОПЛЕС #ЯНЛАПОТКОВ #TOPLES ИСТОЧНИКИ: http://bit.ly/toples_megaprojectsНад выпуском работали:Ян ЛапотковМихаил МартыновАндрей АлексинАндрей СавельевПавел ЖдановАлександр РепецкийКатя АдаричеваТёмаOpsiУровень Бог"
"urfnbKGczLs","비브라토에웃긴 영상 모음 2021! 올해의 재미있는 단편 영화 P40","2021-03-17T07:40:32Z","UCrv6PQeGOLME4IQ15UexBZQ","Funny Mabu","22","21.17.03","[none]","145086","625","239","22","https://i.ytimg.com/vi/urfnbKGczLs/default.jpg","False","False","비브라토에웃긴 영상 모음 2021! 올해의 재미있는 단편 영화 P40"
"GtpkYhPjZe4","ПОСВЕТИЛ МОЩНЫМ ЛАЗЕРОМ ЧЕРЕЗ 100 УВЕЛИЧИТЕЛЬНЫХ ЛИНЗ!","2021-03-17T12:47:10Z","UCkUFua6WbuKcmMDrcxRpH7A","Дюшес","22","21.17.03","Лазер|мощный лазер|самый мощный лазер в мире|лупа|увеличительные стекла|линза|100 линз|100 луп|прожигающая линза|посветил мощным лазером через 100 прожигающих линз|мощный лазер vs|vs|мармелад|шоколад|монитор|кокос|микроскоп|чипсы|спичка|зажжется ли спичка от лазера|мощный лазер vs монитор|усилится ли мощный лазер через 100 увеличительных стёкол|усилили мощный лазер увеличительным стеклом|эксперимент|что если|возможно ли|опыт|проверка|дюшес|duchess","481008","102633","970","3327","https://i.ytimg.com/vi/GtpkYhPjZe4/default.jpg","False","False","ПОСВЕТИЛ МОЩНЫМ ЛАЗЕРОМ ЧЕРЕЗ 100 УВЕЛИЧИТЕЛЬНЫХ ЛИНЗ!Всем привет, ребята!) Сегодня у нас очередной эксперимент с лазером! Мощность лазера составляет аж 100000 mW!!! Это самый мощный лазер! Но возможно ли его как то усилить? Например... при помощи увеличительной линзы! Что будет если посветить мощным лазером через 100 прожигающих линз? Что он сможет прожечь? Для этого эксперимента мы подготовили различные интересные предметы: мармелад, спички, шоколад, кокос, чипсы и монитор! Что будет если направить мощный лазер на монитор? Так же мы решили попробовать пропустить мощный лазер через микроскоп! Усилится ли лазер от него? Это и многое другое вы узнаете в этом видеоролике!Мой ВК - https://vk.com/m.olympia2020Мой Инстаграм - https://www.instagram.com/andrey_mandzyukИнстаграм Макса - https://www.instagram.com/galchenko_m/Инстаграм Сереги - https://www.instagram.com/misharinsergei/Инстаграм Дениса - https://instagram.com/bully_slow/Инстаграм Ромы - https://instagram.com/kovalenko30.07Инстаграм Жени - https://www.instagram.com/sko_ot/По вопросам РЕКЛАМЫ И СОТРУДНИЧЕСТВА - duchess@mediacube.in"
"rZ9hjWo67tY","Дед отшельник живёт 33 года в Чернобыле один. Как живут самосёлы в Зоне Отчуждения ЧАЭС?","2021-03-17T11:00:19Z","UCHnlgRf1G_HgaginrPjR0nQ","Влад Резнов","28","21.17.03","чернобыль|припять|влад резнов|чаэс|самоселы|дед отшельник|отшельник в чернобыле|самоселы чернобыля|влад резнов чернобыль|сталкер|радиация|зона отчуждения|чернобыль 2021|один в чернобыле|отшельник|самоселы в чернобыльской зоне|поход в чернобыль|чаэс сейчас|чернобыльская аэс|чернобыльская зона","67248","10926","118","976","https://i.ytimg.com/vi/rZ9hjWo67tY/default.jpg","False","False","Дед отшельник живёт 33 года в Чернобыле один. Как живут самосёлы в Зоне Отчуждения ЧАЭС?Кто хочет зарабатывать: https://avalon.ltd/?ref=vreznovСегодня я отправился в одну из заброшенных деревень Зоны Отселения ЧАЭС где живёт последний житель - дед самосёл, который обитает здесь с 1988 года. Мы привезли ему продуктов и узнали как он здесь выживает без электричества, газа и других благ человечества...Мой телеграм: https://t.me/joinchat/AAAAAFh7pR3hl8HWMf8DKQМой инст: https://www.instagram.com/atomicprod/Я вк: https://vk.com/reeznov#чернобыль #самосёлычернобыля #зонаотчуждения"
"JAGKI-f_Oyk","Байден признал Путина «убийцей» и пригрозил за «вмешательство» в выборы — что ждать дальше?","2021-03-17T13:14:56Z","UCdubelOloxR3wzwJG9x8YqQ","Телеканал Дождь","25","21.17.03","Байден о Путине|байден|путин|сша россия|Президент США Джо Байден|Джо Байден|Байден назвал Путина убийцей|вмешательство России в президентские выборы|россия выборы сша|выборы сша|российские хакеры|Байден интервью|интервью байдена|санкции сша|санкции байден","285285","19843","593","3601","https://i.ytimg.com/vi/JAGKI-f_Oyk/default.jpg","False","False","Президента США Джозефа Байдена спросили, считает ли он Владимира Путина убийцей. Байден ответил утвердительно. Речь о Путине зашла в контексте опубликованного накануне доклада американских спецслужб о вмешательстве России в президентские выборы 2020 года в США. И, как было объявлено, администрация Байдена намерена ввести санкции в отношении России из-за попытки повлиять на американский демократический процесс. Ожидается, что ограничительные меры будут применены на следующей неделе. «Я знаю тебя и ты знаешь меня. Если я установлю, что это произошло, будьте готовы», — сказал Байден в интервью АВС, имея в виду вмешательство. Интересно, что одновременно с этим глава государства заявил, что они с Путиным друг друга понимают, а также, что совместная работа возможна в сферах, представляющих взаимный интерес, таких как ядерное разоружение. На фоне заявлений Байдена курс доллара на Мосбирже поднялся до 74 рублей. В эфире Дождя заявление президента США прокомментировала Нина Хрущева, профессор Университета The New School в Нью-Йорке.Поддержите нашу работу и станьте спонсором канала в ютубе: https://www.youtube.com/channel/UCdubelOloxR3wzwJG9x8YqQ/joinПодписывайтесь на Дождь - https://www.youtube.com/user/tvrainruОфициальный сайт Дождя - http://tvrain.ru/Facebook - https://www.facebook.com/tvrainTwitter - https://twitter.com/tvrainTelegram - https://t.me/tvrainInstagram - https://www.instagram.com/tvrain/ВКонтакте - https://vk.com/tvrainОдноклассники - https://ok.ru/tvrain#путин #байден #дождь"
"VPx6mJCnU6A","ТУПЫЕ БОТЫ В ВК","2021-03-17T12:00:22Z","UCw-NeLZsmZL1ZL04TMaPaHA","marazm","29","21.17.03","маразм|обзор|тупые|боты|в|вк|для|заработка|майн|бот|займ|развод|на|деньги|бабки|как|заработать|хайпер|икс","380487","44965","511","4040","https://i.ytimg.com/vi/VPx6mJCnU6A/default.jpg","False","False","✅ Скидки на топовые девайсы - http://hyperx.gg/marazm_LootDrop🥕Поддержать автора копейкой: https://www.donationalerts.com/r/neomarazm🥕Моя телега: https://t.me/neomarazm🥕Реклама на канале: https://goo.gl/gEi1Q7🎛 Оборудование и софт, которые я использую:Микрофон: Shure MV7Камера: Sony A6400 kitКомпьютер: iMac (Retina 4K, 21.5-inch, 2019)Программа для монтажа видео: Final Cut Pro XПрограмма для звукозаписи: Adobe Audition + плагины от iZotope Ozone 9Поговорим про тупых ботов в вк. Все же вы наверное довольно часто сталкивались вконтакте с рекламой каких нибудь ботов для заработка по типу майн бот или заработка на рекламе. В этом ролике мы разберем эти боты."
"ivpe4ssRYSw","LINDEMANN - Allesfresser (Live in Moscow)","2021-03-16T18:26:28Z","UCbQporZxQlCjFDcxrWUX7BA","Lindemann Official","10","21.17.03","Lindemann|Rammstein|Till Lindemann|Steh Auf|F & M|Peter Tägtgren|Lindemann Official|Live in Moscow|Lindemann Live in Moscow|Linemann Moskau|Lindemann Moscow|Lindemann Live Moskau|Lindemann Live Moskow Moskau|Till Lindemann Moskau|Till Lindemann Moscow|Lindemann Live in Moscow Concert|Lindemann Allesfresser|Lindemann Moscow live Allesfresser|Lindemann Moscow live concert|Lindemann Live in Moskau Allesfresser|Allesfresser live Lindemann","190778","21762","324","0","https://i.ytimg.com/vi/ivpe4ssRYSw/default.jpg","True","False","OUT MAY 21: https://lindemann.lnk.to/LiveinMoscowDirected by Serghey Grey https://www.instagram.com/lindemannofficial/https://www.facebook.com/Lindemannhttps://www.lindemann.band#LINDEMANN #LIVEINMOSCOW"
"B5CySl_jpYQ","Байден о Путине. РКН против «МБХ медиа». BadComedian против фильма «Непосредственно Каха»","2021-03-17T13:16:20Z","UCdubelOloxR3wzwJG9x8YqQ","Телеканал Дождь","25","21.17.03","Байден о Путине|байден|путин|сша россия|Президент США Джо Байден|Джо Байден|Байден назвал Путина убийцей|Роскомнадзор|Twitter|МБХ медиа|соцсети|BadComedian|Евгений Баженов|Кинокритик|Непосредственно Каха|Виктор Шамиров","191737","14877","389","1030","https://i.ytimg.com/vi/B5CySl_jpYQ/default.jpg","False","False","Президент США Джо Байден утвердительно ответил на вопрос журналиста ABC News, считает ли он российского президента России Владимира Путина убийцей. Фрагменты интервью американского лидера приводятся на сайте телеканала.  Журналист спросил Байдена: «Вы знаете Владимира Путина. Вы думаете, что он убийца?»«Ммм, хм, да», — ответил американский президент. Роскомнадзор потребовал от Twitter удалить аккаунт «МБХ медиа». Об этом сообщает издание со ссылкой на полученное от соцсети уведомление. «Мы сообщаем вам, что Twitter получил официальный запрос от Федеральной службы по надзору в сфере связи, информационных технологий и массовых коммуникаций Российской Федерации (Роскомнадзор) относительно контента в вашем аккаунте Twitter @MBKhMedia как нарушающего законодательство Российской Федерации», — говорится в сообщении.Кинокритик Евгений Баженов, известный как BadComedian, выпустил обзор на картину «Непосредственно Каха», снятый Виктором Шамировым. Он негодовал, что проект, несмотря на потенциал стать душевным фильмом в стиле Георгия Данелии, получился образцом низкопробного юмора, а любые зачатки доброты тут же были растоптаны аморальным поведением главных героев. К тому же BadComedian посчитал многие сцены фильма бессмысленными и пошлыми.0:00 - «Никакого сотрудничества дальше быть не может»: Байден признал Путина «убийцей» — что ждать дальше?11:22 - Роскомнадзор пошел в атаку: заблокирует ли Twitter аккаунт «МБХ Медиа»17:28 - Счетная палата раскритиковала закон о госконтроле за просветительской деятельностью36:44 - Противоречия «Санитарного дела»41:36 - У журналистов и правозащитников в Беларуси прошли обыски49:10 - В Татарстане сгорел огнеупорный памятник Воину-освободителю52:27 - BadComedian против фильма «Непосредственно Каха»1:02:10 - Пианист Тимофей Казанцев на концерте в Новосибирске выступил в поддержку политзаключенных1:09:48 - В Нижневартовске медведь бегал по улицам за людьмиПоддержите нашу работу и станьте спонсором канала в ютубе: https://www.youtube.com/channel/UCdubelOloxR3wzwJG9x8YqQ/joinПодписывайтесь на Дождь - https://www.youtube.com/user/tvrainruОфициальный сайт Дождя - http://tvrain.ru/Facebook - https://www.facebook.com/tvrainTwitter - https://twitter.com/tvrainTelegram - https://t.me/tvrainInstagram - https://www.instagram.com/tvrain/ВКонтакте - https://vk.com/tvrainОдноклассники - https://ok.ru/tvrain#Байден #BadComedian #дождь"
"nUbMA7iKoAE","Бить в одну точку или пробовать разное. Пример деятельности по трем направлениям.","2021-03-17T07:37:42Z","UCnEEkiWWRG5mfgEN3UE7Rjg","Denis Semenikhin","17","21.17.03","[none]","28967","4671","46","327","https://i.ytimg.com/vi/nUbMA7iKoAE/default.jpg","False","False","проект Супертело:https://supertelo.semenikhin.ru/15Season_ybt3"
"k3zimSRKqNw","Imagine Dragons - Follow You (Official Music Video)","2021-03-16T15:00:14Z","UCpx_k19S2vUutWUUM9qmXEg","ImagineDragonsVEVO","10","21.17.03","Imagine|Dragons|Follow|You|KIDinaKORNER/Interscope|Records|Alternative","1679710","197564","1652","13429","https://i.ytimg.com/vi/k3zimSRKqNw/default.jpg","False","False","Listen to Follow You + Cutthroat, out now: https://smarturl.it/FollowYouCutthroat​​Directed by Matt EastinShop Imagine Dragons: http://smarturl.it/ImagineDragonsShop​​​Sign up for email updates: http://smarturl.it/ID_Email​​​Listen to Imagine Dragons on Spotify: http://smarturl.it/ID_Discography​​​Follow Imagine Dragons:Facebook: https://www.facebook.com/ImagineDragonsTwitter: https://twitter.com/Imaginedragons​​​Instagram: https://www.instagram.com/imaginedragonsYouTube: https://youtube.com/imaginedragons​​TikTok: https://tiktok.com/@imaginedragons​Lyrics:You know I got your number number all nightI’m always on your team, I got your back alrightTaking those taking those losses if it treats you rightI want to put you into the spotlightIf the world would only know what you’ve been holding backHeart attacks every nightOh you know it’s not rightI’ll follow you way down wherever you may goI’ll follow you way down to your deepest lowI’ll always be around wherever life takes youYou know I’ll follow youCall you up, you’ve been cryin’ cryin’ all nightYou’re only disappointed in yourself alrightTaking those taking those losses if it treats you rightI wanna take you into the sunlightIf the world would only know what you’ve been holding backHeart attacks every nightOh you know it’s not rightI’ll follow you way down wherever you may goI’ll follow you way down to your deepest lowI’ll always be around wherever life takes youYou know I’ll follow youYou know I’ll follow youWherever life takes you, you know I’ll follow youYou're not the type to give yourself enough loveShe live her life, hand in a tight gloveI wish that I could fix it, I could fix it for youBut instead I’ll be right here comin’ through(Right here, comin’ through)I’ll follow you way down wherever you may goI’ll follow you way down to your deepest lowI’ll always be around wherever life takes youYou know I’ll follow youYou know I’ll follow youWherever life takes you, you know I’ll follow youMusic video by Imagine Dragons performing Follow You. © 2021 KIDinaKORNER/Interscope Recordshttp://vevo.ly/BTdWPP"
"j97FWaauCZY","Подарил Маме новый Kia Soul","2021-03-15T17:05:31Z","UCEVNTzTFSGkZGTjVE9ipXpg","AcademeG DailyStream","15","21.17.03","[none]","683067","68799","1195","4530","https://i.ytimg.com/vi/j97FWaauCZY/default.jpg","False","False","Качай Дром!http://drom.ru/s/xxl 🚗И не трать кучу времени на подбор авто!Музыка:Otzakataprod - 8.1https://vk.com/academegost"
"zZ9aTW6-v5k","ПЕРЕПИСКА С БЫВШИМ ! ВЕДЕТ БЛОГ ПРО МЕНЯ 😳","2021-03-17T12:00:17Z","UCBqUi9mvN_jex4hlpgDP4Ow","Елена Райтман","22","21.17.03","Елена Райтман|райтман|типы людей|типы девушек|скетч|скетчи|юмор|Алена Венум|переписка|переписка с фейком|переписка с фейком Елена Райтман","197951","30896","276","4795","https://i.ytimg.com/vi/zZ9aTW6-v5k/default.jpg","False","False","♥Мой INSTAGRAM: https://www.instagram.com/elenaraytman/ @elenaraytman♥ Мой Тик Ток: https://vm.tiktok.com/7A3E1M/♥ Мой телеграмм канал:  https://ttttt.me/elenaraytman♥МОЯ СТРАНИЧКА ВК: http://vk.com/roxsana_biotris♥Все предложения направлять только сюда : elenaraytman@wildjam.ru"
"MFwn9_xaRIM","Игра смерти - фильм боевик (2011)","2021-03-16T19:57:45Z","UCjvuO1gMPI-7PB_eSXdtfmA","serial","1","21.17.03","#Новый|#сериал|#мелодрама|#премьерана|ютюбе|смотри прямо сейчас|смотреть онлайн|смотреть лучшие фильмы|что смотреть|русское кино|сериал|хорошее кино|новинки кино|без регистрации|все серии в хорошем качестве|русский сериал 2021|Игра смерти|Game of Death","35177","375","50","58","https://i.ytimg.com/vi/MFwn9_xaRIM/default.jpg","False","False","#фильм #Игра смерти #Game of Death#драма #боевик #криминалИгра смерти (2011)Игра смерти смотреть онлайн бесплатно в хорошем качествеСериалы недели https://bit.ly/2WuYKXTПро любовь https://bit.ly/2PT1dst  Полнометражные фильмы https://bit.ly/2DVwtlKЖанр: драма боевик криминалГод: 2011режиссер Джорджо Серафинисценарий Джим Эгнью, Меган БраунВ ролях: Уэсли СнайпсОнжаню ЭллисЗои БеллЭрни ХадсонКуинн ДаффиГэри ДэниелсРоберт ДавиЭйад ЭлбитарСаймон РиПак Хо-сун...Защищая видного дипломата, его личный телохранитель со своей командой оказываются c ранениями в больнице, где знакомятся с медсестрой под прикрытием. Они решают объединится, для обороны дипломата, но в дальнейшем медсестра понимает, что ситуация складывается совсем не так, как хотелось бы всем. Каждый из компании становится участником одной игры смерти.Подпишись на самые новые СЕРИАЛЫ http://www.youtube.com/user/serial?sub_confirmation=1"
"_UaUzBFWbVw","Что нам досталось после ликвидации. Находки в брошенном контейнере.","2021-03-17T13:13:12Z","UCtnDD2vM8S4FcznwWjKDnig","АУКЦИОН КОНТЕЙНЕРОВ В США","22","21.17.03","аукцион контейнеров|заброшенные|поиск клада|поиск предметов|приключения|нумизматика|золото|монеты|антиквариат|коллекции|находка|кладоискатели|серебро|оценка|техника|бренды|аукцион гаражей|копатель|аукцион в сша|редкие находки|storage wars|storage auctions|коп|коп монет|заработать деньги|сша|жизнь в сша","258683","28350","339","4007","https://i.ytimg.com/vi/_UaUzBFWbVw/default.jpg","False","False","Скачивайте Vikings: War of Clans ➤ https://clcr.me/AukcionyKonteynerovvUSA и станьте героем захватывающих событий в мире Викингов! Розыгрыш MacBook PRO и двух iPhone 12 PRO ➤ https://clcr.me/CIg99WЦель: купить на аукционе заброшенный контейнер, найти ценные предметы, оценить, продать и заработать. Золото, монеты, антиквариат, техника и другое.  Каждый, кто здесь участвует в осмотре находок - соучастник (в хорошем смысле этого слова).Присоединяйтесь к обсуждению и оценке! Приятных просмотров!Отправка посылок из США   https://usanadivane.com/   (номер кабинета - это SUITE#, свой адрес надо добавить в раздел получатели)почта  для победителей розыгрыша и реклама  skladusainfo@gmail.cominstagram    https://www.instagram.com/skladusa/?hl=enFB  https://www.facebook.com/skladusainfoVK https://vk.com/id551987786"
"a13pBSGI8O4","ЗЕЛЁНЫЕ ОЧКИ | 13 Карт original meme","2021-03-15T12:22:03Z","UCXMxAs6yUE_DKwpi_KVDB5w","Феникс Анимация","1","21.17.03","анимация|фильмы и анимация|fedorcomix|cartoon|toon|комикс|фёдор комикс|федор комикс|феникс анимация|феникс|phoenix|fedor comix|13 карт|меме|13 карт meme|земля королей|вару|зелёные очки|мы не снимаем никогда свои зеленые очки|не причёсывай меня|не паникуй|доброта позитив|доброта","498184","47989","514","4885","https://i.ytimg.com/vi/a13pBSGI8O4/default.jpg","False","False","🎵 Трек на платформах — https://music.yoola.com/RzgS6📕 Купить комикс — https://www.labirint.ru/books/771451/📚 Читать главы комикса — https://vk.com/wall-44636112_533589🎤 Вокал и инструментал для ремиксов — https://drive.google.com/drive/folders/1ApH3NYaBZkQyoxoP-atVkpiivJOPGYngПаблик ВК - https://vk.com/fedorcomixМагазин с клёвым мерчом - https://www.28oi.ru/collection/phoenixИнстаграм - https://www.instagram.com/fedorcomix/По рекламе сюда - fedorcomix@tag.show#13карт #meme"
"7mw3nbBunPE","Что не так? ПЕРВЫЙ ТЕСТ! Mercedes S-Class W223! Чем удивил S 350 d? Подробный обзор! Mercedes-AMG.","2021-03-16T06:24:01Z","UCIKJXqQGc6pCCaVaqhkHLQA","Alan Enileev","2","21.17.03","sclass|mercedesbenz|w223|amg|s63|s73|s350d|s450|мерседес|эскласс|bmw|audi|Alan Enileev|Алан Енилеев|тестдрайв|car|cars|mercedes|porsche|bentley|rollsroyce|lamborghini|bugatti|pagani|mclaren|koenigsegg|ferrari|tesla|toyota|lexus|jaguar|rangerover|turbo|v8","395017","8132","815","969","https://i.ytimg.com/vi/7mw3nbBunPE/default.jpg","False","False","Качай Дром🚗 https://drom.ru/s/aln 🚗Купи себе машину по отличной цене!НАКОНЕЦ ТО! Нам удалось снять для Вас подробный тест-драйв на новый S-Class поколения W223, а именно в дизельной версии S 350 d ✌🏽😎Отдельный МЕГА РЕСПЕКТ компании A1 TUNING ( https://www.instagram.com/a1tuning ) и ее создателю, а заодно моему другу Саше Синдееву ( https://www.instagram.com/sindeev_a/ ) за то, что смог договориться с одним из своих клиентов ( клиенту тоже низкий поклон от нас ) чтобы нам дали на тест-драйв этот автомобиль :)Еще раз извините, что сам тест-драйв выглядел суматошно, дело в том, что у нас было совсем мало времени на подготовку и съемку, о которой мы узнали утром, а после обеда уже сломя голову все делали, стараясь дать Вам лучший результат, исходя из этих всех обстоятельств 😅Тем не менее, по-моему получилось весьма годно, НО решать конечно же только Вам, так что приятного просмотра и спасибо что Вы с нами! 💪🏽Ждем Ваших мнений о новом S-Class W223 и Ваш выбор в этом классе с учетом соотношения цена / качество:- Mercedes-Benz S-Class W223- BMW 7-Series- GENESIS G90- Audi A8С уважением, Алан Енилеев.——————————————————————————#sclass #mercedesbenz #w223 #amg #s63 #s73 #s350d #s450 #мерседес #эскласс #bmw #audi #AlanEnileev #АланЕнилеев #тестдрайв——————————————————————————Здесь Вас ждут тесты новинок и «старинок» автопрома, лютые заезды, обзоры лучших тюнинг-проектов, выпуски об автоколлекционерах и создателях техники!Проходите по ссылке, подписывайтесь и жмите колокольчик, чтобы не пропускать новые видео - http://www.youtube.com/subscription_center?add_user=alanenileevТак же приглашаю Вас в гости в мой Инстаграм – уже более 2-х миллионов подписчиков и крутой контент каждый день - https://www.instagram.com/alan_enileev/ : )——————————————————————————Телеграм - https://t.me/alan_enileevВеселый и жизненный Инстаграм моего отца - https://www.instagram.com/batya_alana/ : )Мой лайф-аккаунт в Инстаграме - https://www.instagram.com/alan_enileev_life/ : )Лайф-канал на Ютубе - https://www.youtube.com/channel/UCg9k3BuCnDizP0yJK2EjEbA?sub_confirmation=1 : )——————————————————————————"
"UjQzjft-4aU","КАК УГРОБИТЬ ГЕЛИК МАЙБАХ ЗА ОДИН OFF-ROAD!","2021-03-16T14:53:04Z","UC63WqTQGkX4j1tj60WDhxww","Жека Касаткин","2","21.17.03","bwt|black|and|white|team|off|road|mut|угробил|испортил|offroad|off road|оффроуд|самый проходимый|проходимый|сломал|как угробить|мотора|капитальный ремонт|капиталка|гелик|кубик|gclass|mercedes|мерседес|g63|g65|g500|4*4|майбах|maybah|Maybach|diy|6*6","354684","43776","1172","4312","https://i.ytimg.com/vi/UjQzjft-4aU/default.jpg","False","False","Помоги достичь цели и собрать 650 инсталлов ➤➤➤➤Собрано 0 из 650Качай Raid: Shadow Legends бесплатно ✅ IOS: https://clik.cc/jqWsL ✅ Android: https://clik.cc/LXAkG ✅ PC: https://clik.cc/J7wyy  и получи специальный стартовый пакет💥 доступный только следующие 30 дней! Все подробности о конкурсе по ссылке https://raidcontest2021.tilda.wsРебята, всем привет! ПЕРВЫЙ ПОЛНОЦЕННЫЙ ОФФРОУД, ПЕРВЫЕ ПРОБЛЕМЫ, ПЕРВЫЕ ЭМОЦИИ - приятного просмотра)Отдельно хочу поблагодарить всех - кто помог в осуществлении этого ОФФРОУДа!)по вопросам сотрудничества https://vk.com/id424427Инстаграммhttps://www.instagram.com/evgeny_bwt"
"6nTvoNQCRy4","НОВАЯ ПЕРЕДЕЛКА 💛 Бьюти ПОКУПКИ ФИКС ПРАЙС","2021-03-17T11:30:00Z","UC5NxxLEhbzHJlbzlrO9RUlg","Hello, it's Bubi","26","21.17.03","Покупки фикс прайс|Переделка комнаты|Новинки Fix Price|Bubenitta|Bubi|Бубенитта|Хэлоу итс Буби","19926","1918","38","122","https://i.ytimg.com/vi/6nTvoNQCRy4/default.jpg","False","False","Покупки для дома JyskПланы по переделке домаЯщик PRO BOX  https://bit.ly/2OZxzFN Полотенце UPPSALA  https://bit.ly/2QhMmwdремешок для смарт-часов Xiaomi Mi band 4  http://alii.pub/5my6rqПрисоединяйся:Подпишись на канал: https://goo.gl/gUkjmyМой основной канал:  https://goo.gl/hSVC4kГруппа в Vk   https://vk.com/bubenitta_clubInstagram https://instagram.com/bubenitta/________________________________________________Сотрудничество и реклама -  azariell@mail.ruВсем привет! Меня зовут Надежда и это мой Второй Канал)Здесь вас будут ждать распаковки, заполнение ежедневников, влоги и многое другое))Production music by www.epidemicsound.com"
